activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
getitem_27,RECOMPUTE,16777216,0.016384,439,1198
view_20,RECOMPUTE,67108864,0.065536,440,1192
t_7,RECOMPUTE,4194304,0.004096,441,1189
getitem_29,RECOMPUTE,4194304,0.004096,446,1187
add_6,RECOMPUTE,16777216,0.016384,447,1171
getitem_31,RETAINED,32768,3.2e-05,450,1171
getitem_32,RETAINED,32768,3.2e-05,451,1172
t_8,RETAINED,3145728,0.003072,453,1165
_unsafe_view_4,RECOMPUTE,16777216,0.016384,455,1163
transpose_20,RECOMPUTE,16777216,0.016384,472,1131
mul_3,RECOMPUTE,16777216,0.016384,473,1135
transpose_21,RECOMPUTE,16777216,0.016384,474,1137
_softmax_2,RECOMPUTE,33554432,0.032768,476,1134
getitem_33,RECOMPUTE,33554432,0.032768,478,1129
getitem_34,RECOMPUTE,8388608,0.008192,479,1133
view_26,RECOMPUTE,16777216,0.016384,483,1122
t_9,RETAINED,1048576,0.001024,484,1119
getitem_36,RECOMPUTE,4194304,0.004096,490,1115
add_8,RECOMPUTE,16777216,0.016384,491,1099
getitem_38,RETAINED,32768,3.2e-05,494,1099
getitem_39,RETAINED,32768,3.2e-05,495,1100
view_29,RECOMPUTE,16777216,0.016384,496,1093
t_10,RECOMPUTE,4194304,0.004096,497,1090
relu_2,RECOMPUTE,67108864,0.065536,500,1088
getitem_41,RECOMPUTE,16777216,0.016384,503,1087
view_31,RECOMPUTE,67108864,0.065536,504,1081
t_11,RECOMPUTE,4194304,0.004096,505,1078
getitem_43,RECOMPUTE,4194304,0.004096,510,1076
add_9,RECOMPUTE,16777216,0.016384,511,1060
getitem_45,RETAINED,32768,3.2e-05,514,1060
getitem_46,RETAINED,32768,3.2e-05,515,1061
t_12,RETAINED,3145728,0.003072,517,1054
_unsafe_view_6,RECOMPUTE,16777216,0.016384,519,1052
transpose_28,RECOMPUTE,16777216,0.016384,536,1020
mul_4,RECOMPUTE,16777216,0.016384,537,1024
transpose_29,RECOMPUTE,16777216,0.016384,538,1026
_softmax_3,RECOMPUTE,33554432,0.032768,540,1023
getitem_47,RECOMPUTE,33554432,0.032768,542,1018
getitem_48,RECOMPUTE,8388608,0.008192,543,1022
view_37,RECOMPUTE,16777216,0.016384,547,1011
t_13,RETAINED,1048576,0.001024,548,1008
getitem_50,RECOMPUTE,4194304,0.004096,554,1004
add_11,RECOMPUTE,16777216,0.016384,555,988
getitem_52,RETAINED,32768,3.2e-05,558,988
getitem_53,RETAINED,32768,3.2e-05,559,989
view_40,RECOMPUTE,16777216,0.016384,560,982
t_14,RECOMPUTE,4194304,0.004096,561,979
relu_3,RECOMPUTE,67108864,0.065536,564,977
getitem_55,RECOMPUTE,16777216,0.016384,567,976
view_42,RECOMPUTE,67108864,0.065536,568,970
t_15,RECOMPUTE,4194304,0.004096,569,967
getitem_57,RECOMPUTE,4194304,0.004096,574,965
add_12,RECOMPUTE,16777216,0.016384,575,949
getitem_59,RETAINED,32768,3.2e-05,578,949
getitem_60,RETAINED,32768,3.2e-05,579,950
t_16,RETAINED,3145728,0.003072,581,943
_unsafe_view_8,RECOMPUTE,16777216,0.016384,583,941
transpose_36,RECOMPUTE,16777216,0.016384,600,909
mul_5,RECOMPUTE,16777216,0.016384,601,913
transpose_37,RECOMPUTE,16777216,0.016384,602,915
_softmax_4,RECOMPUTE,33554432,0.032768,604,912
getitem_61,RECOMPUTE,33554432,0.032768,606,907
getitem_62,RECOMPUTE,8388608,0.008192,607,911
view_48,RECOMPUTE,16777216,0.016384,611,900
t_17,RETAINED,1048576,0.001024,612,897
getitem_64,RECOMPUTE,4194304,0.004096,618,893
add_14,RECOMPUTE,16777216,0.016384,619,877
getitem_66,RETAINED,32768,3.2e-05,622,877
getitem_67,RETAINED,32768,3.2e-05,623,878
view_51,RECOMPUTE,16777216,0.016384,624,871
t_18,RECOMPUTE,4194304,0.004096,625,868
relu_4,RECOMPUTE,67108864,0.065536,628,866
getitem_69,RECOMPUTE,16777216,0.016384,631,865
view_53,RECOMPUTE,67108864,0.065536,632,859
t_19,RECOMPUTE,4194304,0.004096,633,856
getitem_71,RECOMPUTE,4194304,0.004096,638,854
add_15,RECOMPUTE,16777216,0.016384,639,838
getitem_73,RETAINED,32768,3.2e-05,642,838
getitem_74,RETAINED,32768,3.2e-05,643,839
t_20,RETAINED,3145728,0.003072,645,832
_unsafe_view_10,RECOMPUTE,16777216,0.016384,647,830
transpose_44,RECOMPUTE,16777216,0.016384,664,798
mul_6,RECOMPUTE,16777216,0.016384,665,802
transpose_45,RECOMPUTE,16777216,0.016384,666,804
_softmax_5,RECOMPUTE,33554432,0.032768,668,801
getitem_75,RECOMPUTE,33554432,0.032768,670,796
getitem_76,RECOMPUTE,8388608,0.008192,671,800
view_59,RECOMPUTE,16777216,0.016384,675,789
t_21,RETAINED,1048576,0.001024,676,786
getitem_78,RECOMPUTE,4194304,0.004096,682,782
add_17,RECOMPUTE,16777216,0.016384,683,766
getitem_80,RETAINED,32768,3.2e-05,686,766
getitem_81,RETAINED,32768,3.2e-05,687,767
view_62,RECOMPUTE,16777216,0.016384,688,760
t_22,RECOMPUTE,4194304,0.004096,689,757
relu_5,RECOMPUTE,67108864,0.065536,692,755
getitem_83,RECOMPUTE,16777216,0.016384,695,754
view_64,RECOMPUTE,67108864,0.065536,696,748
t_23,RETAINED,4194304,0.004096,697,745
getitem_85,RECOMPUTE,4194304,0.004096,702,743
add_18,RECOMPUTE,16777216,0.016384,703,728
getitem_87,RETAINED,32768,3.2e-05,706,728
getitem_88,RETAINED,32768,3.2e-05,707,729
view_66,RECOMPUTE,16777216,0.016384,708,722
t_24,RECOMPUTE,61440000,0.06,709,719
