activation_name,node_type,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes
getitem,activation,318,363,1393,1393,4194304,0.12974099218659113,0.004096,4194304
getitem_1,activation,319,-1,1409,1409,1048576,0.0,0.001024,1048576
getitem_3,activation,322,-1,1393,1393,8192,0.0,8e-06,8192
getitem_4,activation,323,-1,1394,1403,8192,0.0,8e-06,8192
t,activation,325,328,1387,1387,3145728,0.13083478416502495,0.003072,3145728
_unsafe_view,activation,327,328,1385,1385,4194304,0.13017225616611558,0.004096,4194304
transpose_4,activation,344,352,1353,1353,4194304,0.12687580815516428,0.004096,4194304
mul_1,activation,345,347,1357,1357,4194304,0.12773200014606134,0.004096,4194304
transpose_5,activation,346,347,1359,1359,4194304,0.1279347521439196,0.004096,4194304
_softmax,activation,348,349,1356,1356,8388608,0.12729680014774222,0.008192,8388608
getitem_5,activation,350,352,1351,1351,8388608,0.12667408014833945,0.008192,8388608
getitem_6,activation,351,-1,1355,1355,2097152,0.0,0.002048,2097152
view_4,activation,355,357,1344,1344,4194304,0.12568710416182893,0.004096,4194304
t_1,activation,356,357,1341,1341,1048576,0.125363520152867,0.001024,1048576
getitem_8,activation,362,-1,1337,1337,1048576,0.0,0.001024,1048576
add_2,activation,363,383,1321,1321,4194304,0.12146736012771733,0.004096,4194304
getitem_10,activation,366,-1,1321,1321,8192,0.0,8e-06,8192
getitem_11,activation,367,-1,1322,1331,8192,0.0,8e-06,8192
view_7,activation,368,370,1315,1315,4194304,0.12193020811118198,0.004096,4194304
t_2,activation,369,370,1312,1312,4194304,0.12087241609953356,0.004096,4194304
relu,activation,372,373,1310,1310,16777216,0.1204331200923772,0.016384,16777216
getitem_13,activation,375,-1,1309,1309,4194304,0.0,0.004096,4194304
view_9,activation,376,378,1303,1303,16777216,0.11826428811252127,0.016384,16777216
t_3,activation,377,378,1300,1300,4194304,0.11733449609391401,0.004096,4194304
getitem_15,activation,382,-1,1298,1298,1048576,0.0,0.001024,1048576
add_3,activation,383,427,1282,1282,4194304,0.11339737608097501,0.004096,4194304
getitem_17,activation,386,-1,1282,1282,8192,0.0,8e-06,8192
getitem_18,activation,387,-1,1283,1292,8192,0.0,8e-06,8192
t_4,activation,389,392,1276,1276,3145728,0.11434761611185974,0.003072,3145728
_unsafe_view_2,activation,391,392,1274,1274,4194304,0.1136891840845347,0.004096,4194304
transpose_12,activation,408,416,1242,1242,4194304,0.11052931207977243,0.004096,4194304
mul_2,activation,409,411,1246,1246,4194304,0.1113116480801255,0.004096,4194304
transpose_13,activation,410,411,1248,1248,4194304,0.11151337607763713,0.004096,4194304
_softmax_1,activation,412,413,1245,1245,8388608,0.11106281607784337,0.008192,8388608
getitem_19,activation,414,416,1240,1240,8388608,0.1103255360741169,0.008192,8388608
getitem_20,activation,415,-1,1244,1244,2097152,0.0,0.002048,2097152
view_15,activation,419,421,1233,1233,4194304,0.10932304006442434,0.004096,4194304
t_5,activation,420,421,1230,1230,1048576,0.10897590406611568,0.001024,1048576
getitem_22,activation,426,-1,1226,1226,1048576,0.0,0.001024,1048576
add_5,activation,427,447,1210,1210,4194304,0.1051708800513298,0.004096,4194304
getitem_24,activation,430,-1,1210,1210,8192,0.0,8e-06,8192
getitem_25,activation,431,-1,1211,1220,8192,0.0,8e-06,8192
view_18,activation,432,434,1204,1204,4194304,0.10562755202874544,0.004096,4194304
t_6,activation,433,434,1201,1201,4194304,0.10457078403234484,0.004096,4194304
relu_1,activation,436,437,1199,1199,16777216,0.10412953604012729,0.016384,16777216
getitem_27,activation,439,-1,1198,1198,4194304,0.0,0.004096,4194304
view_20,activation,440,442,1192,1192,16777216,0.10179379204288128,0.016384,16777216
t_7,activation,441,442,1189,1189,4194304,0.10086604803055527,0.004096,4194304
getitem_29,activation,446,-1,1187,1187,1048576,0.0,0.001024,1048576
add_6,activation,447,491,1171,1171,4194304,0.09654185606166729,0.004096,4194304
getitem_31,activation,450,-1,1171,1171,8192,0.0,8e-06,8192
getitem_32,activation,451,-1,1172,1181,8192,0.0,8e-06,8192
t_8,activation,453,456,1165,1165,3145728,0.09768153607286519,0.003072,3145728
_unsafe_view_4,activation,455,456,1163,1163,4194304,0.09702822407707579,0.004096,4194304
transpose_20,activation,472,480,1131,1131,4194304,0.09355596810020513,0.004096,4194304
mul_3,activation,473,475,1135,1135,4194304,0.09426966409385211,0.004096,4194304
transpose_21,activation,474,475,1137,1137,4194304,0.09447344008833178,0.004096,4194304
_softmax_2,activation,476,477,1134,1134,8388608,0.09402595209330326,0.008192,8388608
getitem_33,activation,478,480,1129,1129,8388608,0.09334297609888023,0.008192,8388608
getitem_34,activation,479,-1,1133,1133,2097152,0.0,0.002048,2097152
view_26,activation,483,485,1122,1122,4194304,0.09228515210375193,0.004096,4194304
t_9,activation,484,485,1119,1119,1048576,0.0919482561182231,0.001024,1048576
getitem_36,activation,490,-1,1115,1115,1048576,0.0,0.001024,1048576
add_8,activation,491,511,1099,1099,4194304,0.08818940809182829,0.004096,4194304
getitem_38,activation,494,-1,1099,1099,8192,0.0,8e-06,8192
getitem_39,activation,495,-1,1100,1109,8192,0.0,8e-06,8192
view_29,activation,496,498,1093,1093,4194304,0.08857446409203118,0.004096,4194304
t_10,activation,497,498,1090,1090,4194304,0.08748390410840516,0.004096,4194304
relu_2,activation,500,501,1088,1088,16777216,0.08707635210454469,0.016384,16777216
getitem_41,activation,503,-1,1087,1087,4194304,0.0,0.004096,4194304
view_31,activation,504,506,1081,1081,16777216,0.08497920012287799,0.016384,16777216
t_11,activation,505,506,1078,1078,4194304,0.084046336138621,0.004096,4194304
getitem_43,activation,510,-1,1076,1076,1048576,0.0,0.001024,1048576
add_9,activation,511,555,1060,1060,4194304,0.07994435210339726,0.004096,4194304
getitem_45,activation,514,-1,1060,1060,8192,0.0,8e-06,8192
getitem_46,activation,515,-1,1061,1070,8192,0.0,8e-06,8192
t_12,activation,517,520,1054,1054,3145728,0.0809756161347032,0.003072,3145728
_unsafe_view_6,activation,519,520,1052,1052,4194304,0.08030902412906292,0.004096,4194304
transpose_28,activation,536,544,1020,1020,4194304,0.07704659211076796,0.004096,4194304
mul_4,activation,537,539,1024,1024,4194304,0.07772032011672854,0.004096,4194304
transpose_29,activation,538,539,1026,1026,4194304,0.07794252811744809,0.004096,4194304
_softmax_3,activation,540,541,1023,1023,8388608,0.07745305611565709,0.008192,8388608
getitem_47,activation,542,544,1018,1018,8388608,0.07684588810428977,0.008192,8388608
getitem_48,activation,543,-1,1022,1022,2097152,0.0,0.002048,2097152
view_37,activation,547,549,1011,1011,4194304,0.07583840008825064,0.004096,4194304
t_13,activation,548,549,1008,1008,1048576,0.07550867207907141,0.001024,1048576
getitem_50,activation,554,-1,1004,1004,1048576,0.0,0.001024,1048576
add_11,activation,555,575,988,988,4194304,0.07174547209218149,0.004096,4194304
getitem_52,activation,558,-1,988,988,8192,0.0,8e-06,8192
getitem_53,activation,559,-1,989,998,8192,0.0,8e-06,8192
view_40,activation,560,562,982,982,4194304,0.07214387211017313,0.004096,4194304
t_14,activation,561,562,979,979,4194304,0.07106764811463656,0.004096,4194304
relu_3,activation,564,565,977,977,16777216,0.07067651211656632,0.016384,16777216
getitem_55,activation,567,-1,976,976,4194304,0.0,0.004096,4194304
view_42,activation,568,570,970,970,16777216,0.06850355209037663,0.016384,16777216
t_15,activation,569,570,967,967,4194304,0.06757068811357023,0.004096,4194304
getitem_57,activation,574,-1,965,965,1048576,0.0,0.001024,1048576
add_12,activation,575,619,949,949,4194304,0.06374825610779226,0.004096,4194304
getitem_59,activation,578,-1,949,949,8192,0.0,8e-06,8192
getitem_60,activation,579,-1,950,959,8192,0.0,8e-06,8192
t_16,activation,581,584,943,943,3145728,0.0645930240955204,0.003072,3145728
_unsafe_view_8,activation,583,584,941,941,4194304,0.06378313611447813,0.004096,4194304
transpose_36,activation,600,608,909,909,4194304,0.060716288113966586,0.004096,4194304
mul_5,activation,601,603,913,913,4194304,0.06134400011599063,0.004096,4194304
transpose_37,activation,602,603,915,915,4194304,0.061541632119566196,0.004096,4194304
_softmax_4,activation,604,605,912,912,8388608,0.06112691211327911,0.008192,8388608
getitem_61,activation,606,608,907,907,8388608,0.06051968010887504,0.008192,8388608
getitem_62,activation,607,-1,911,911,2097152,0.0,0.002048,2097152
view_48,activation,611,613,900,900,4194304,0.05954176009632647,0.004096,4194304
t_17,activation,612,613,897,897,1048576,0.059216128088533874,0.001024,1048576
getitem_64,activation,618,-1,893,893,1048576,0.0,0.001024,1048576
add_14,activation,619,639,877,877,4194304,0.055502208109945064,0.004096,4194304
getitem_66,activation,622,-1,877,877,8192,0.0,8e-06,8192
getitem_67,activation,623,-1,878,887,8192,0.0,8e-06,8192
view_51,activation,624,626,871,871,4194304,0.055914848081767554,0.004096,4194304
t_18,activation,625,626,868,868,4194304,0.05484995204769074,0.004096,4194304
relu_4,activation,628,629,866,866,16777216,0.054456800041720266,0.016384,16777216
getitem_69,activation,631,-1,865,865,4194304,0.0,0.004096,4194304
