activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
_unsafe_view_4,RECOMPUTE,33554432,0.032768,455,1163
transpose_20,RECOMPUTE,33554432,0.032768,472,1131
mul_3,RECOMPUTE,33554432,0.032768,473,1135
transpose_21,RECOMPUTE,33554432,0.032768,474,1137
_softmax_2,RECOMPUTE,67108864,0.065536,476,1134
getitem_33,RECOMPUTE,67108864,0.065536,478,1129
getitem_34,RECOMPUTE,16777216,0.016384,479,1133
view_26,RECOMPUTE,33554432,0.032768,483,1122
t_9,RECOMPUTE,1048576,0.001024,484,1119
getitem_36,RECOMPUTE,8388608,0.008192,490,1115
add_8,RECOMPUTE,33554432,0.032768,491,1099
getitem_38,RECOMPUTE,65536,6.4e-05,494,1099
getitem_39,RECOMPUTE,65536,6.4e-05,495,1100
view_29,RECOMPUTE,33554432,0.032768,496,1093
t_10,RECOMPUTE,4194304,0.004096,497,1090
relu_2,RECOMPUTE,134217728,0.131072,500,1088
getitem_41,RECOMPUTE,33554432,0.032768,503,1087
view_31,RECOMPUTE,134217728,0.131072,504,1081
t_11,RECOMPUTE,4194304,0.004096,505,1078
getitem_43,RECOMPUTE,8388608,0.008192,510,1076
add_9,RECOMPUTE,33554432,0.032768,511,1060
getitem_45,RECOMPUTE,65536,6.4e-05,514,1060
getitem_46,RECOMPUTE,65536,6.4e-05,515,1061
t_12,RECOMPUTE,3145728,0.003072,517,1054
_unsafe_view_6,RECOMPUTE,33554432,0.032768,519,1052
transpose_28,RECOMPUTE,33554432,0.032768,536,1020
mul_4,RECOMPUTE,33554432,0.032768,537,1024
transpose_29,RECOMPUTE,33554432,0.032768,538,1026
_softmax_3,RECOMPUTE,67108864,0.065536,540,1023
getitem_47,RECOMPUTE,67108864,0.065536,542,1018
getitem_48,RECOMPUTE,16777216,0.016384,543,1022
view_37,RECOMPUTE,33554432,0.032768,547,1011
t_13,RECOMPUTE,1048576,0.001024,548,1008
getitem_50,RECOMPUTE,8388608,0.008192,554,1004
add_11,RECOMPUTE,33554432,0.032768,555,988
getitem_52,RECOMPUTE,65536,6.4e-05,558,988
getitem_53,RECOMPUTE,65536,6.4e-05,559,989
view_40,RECOMPUTE,33554432,0.032768,560,982
t_14,RECOMPUTE,4194304,0.004096,561,979
relu_3,RECOMPUTE,134217728,0.131072,564,977
getitem_55,RECOMPUTE,33554432,0.032768,567,976
view_42,RECOMPUTE,134217728,0.131072,568,970
t_15,RECOMPUTE,4194304,0.004096,569,967
getitem_57,RECOMPUTE,8388608,0.008192,574,965
add_12,RECOMPUTE,33554432,0.032768,575,949
getitem_59,RECOMPUTE,65536,6.4e-05,578,949
getitem_60,RECOMPUTE,65536,6.4e-05,579,950
t_16,RECOMPUTE,3145728,0.003072,581,943
_unsafe_view_8,RECOMPUTE,33554432,0.032768,583,941
transpose_36,RECOMPUTE,33554432,0.032768,600,909
mul_5,RECOMPUTE,33554432,0.032768,601,913
transpose_37,RECOMPUTE,33554432,0.032768,602,915
_softmax_4,RECOMPUTE,67108864,0.065536,604,912
getitem_61,RECOMPUTE,67108864,0.065536,606,907
getitem_62,RECOMPUTE,16777216,0.016384,607,911
view_48,RECOMPUTE,33554432,0.032768,611,900
t_17,RECOMPUTE,1048576,0.001024,612,897
getitem_64,RECOMPUTE,8388608,0.008192,618,893
add_14,RECOMPUTE,33554432,0.032768,619,877
getitem_66,RECOMPUTE,65536,6.4e-05,622,877
getitem_67,RECOMPUTE,65536,6.4e-05,623,878
view_51,RECOMPUTE,33554432,0.032768,624,871
t_18,RECOMPUTE,4194304,0.004096,625,868
relu_4,RECOMPUTE,134217728,0.131072,628,866
getitem_69,RECOMPUTE,33554432,0.032768,631,865
view_53,RECOMPUTE,134217728,0.131072,632,859
t_19,RECOMPUTE,4194304,0.004096,633,856
getitem_71,RECOMPUTE,8388608,0.008192,638,854
add_15,RECOMPUTE,33554432,0.032768,639,838
getitem_73,RECOMPUTE,65536,6.4e-05,642,838
getitem_74,RECOMPUTE,65536,6.4e-05,643,839
t_20,RECOMPUTE,3145728,0.003072,645,832
_unsafe_view_10,RECOMPUTE,33554432,0.032768,647,830
transpose_44,RECOMPUTE,33554432,0.032768,664,798
mul_6,RECOMPUTE,33554432,0.032768,665,802
transpose_45,RECOMPUTE,33554432,0.032768,666,804
_softmax_5,RECOMPUTE,67108864,0.065536,668,801
getitem_75,RECOMPUTE,67108864,0.065536,670,796
getitem_76,RECOMPUTE,16777216,0.016384,671,800
view_59,RECOMPUTE,33554432,0.032768,675,789
t_21,RECOMPUTE,1048576,0.001024,676,786
getitem_78,RECOMPUTE,8388608,0.008192,682,782
add_17,RECOMPUTE,33554432,0.032768,683,766
getitem_80,RECOMPUTE,65536,6.4e-05,686,766
getitem_81,RECOMPUTE,65536,6.4e-05,687,767
view_62,RECOMPUTE,33554432,0.032768,688,760
t_22,RECOMPUTE,4194304,0.004096,689,757
relu_5,RECOMPUTE,134217728,0.131072,692,755
getitem_83,RECOMPUTE,33554432,0.032768,695,754
view_64,RECOMPUTE,134217728,0.131072,696,748
t_23,RECOMPUTE,4194304,0.004096,697,745
getitem_85,RECOMPUTE,8388608,0.008192,702,743
add_18,RECOMPUTE,33554432,0.032768,703,728
getitem_87,RECOMPUTE,65536,6.4e-05,706,728
getitem_88,RECOMPUTE,65536,6.4e-05,707,729
view_66,RECOMPUTE,33554432,0.032768,708,722
t_24,RECOMPUTE,61440000,0.06,709,719
