activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
getitem_81,RETAINED,1024,1e-06,687,767
view_62,RETAINED,524288,0.000512,688,760
t_22,RETAINED,4194304,0.004096,689,757
relu_5,RETAINED,2097152,0.002048,692,755
getitem_83,RETAINED,524288,0.000512,695,754
view_64,RETAINED,2097152,0.002048,696,748
t_23,RETAINED,4194304,0.004096,697,745
getitem_85,RETAINED,131072,0.000128,702,743
add_18,RETAINED,524288,0.000512,703,728
getitem_87,RETAINED,1024,1e-06,706,728
getitem_88,RETAINED,1024,1e-06,707,729
view_66,RETAINED,524288,0.000512,708,722
t_24,RETAINED,61440000,0.06,709,719
