rank,node_name,node_type,gtype,median_run_time_s,median_peak_mem_bytes,median_active_mem_bytes,device
0,arg0_1,parameter,forward,2.8672000393271447e-05,613981184,613981184,unknown
1,arg0_2,parameter,forward,2.054399996995926e-05,613981184,613981184,unknown
2,arg0_3,parameter,forward,4.479999840259552e-05,613981184,613981184,unknown
3,arg0_4,parameter,forward,4.300799965858459e-05,613981184,613981184,unknown
4,arg0_5,parameter,forward,3.7888001650571824e-05,613981184,613981184,unknown
5,arg0_6,parameter,forward,3.708799928426743e-05,613981184,613981184,unknown
6,arg0_7,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
7,arg0_8,parameter,forward,3.891199827194214e-05,613981184,613981184,unknown
8,arg0_9,parameter,forward,3.5999998450279234e-05,613981184,613981184,unknown
9,arg0_10,parameter,forward,3.606399893760681e-05,613981184,613981184,unknown
10,arg0_11,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
11,arg0_12,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
12,arg0_13,parameter,forward,3.590400144457817e-05,613981184,613981184,unknown
13,arg0_14,parameter,forward,3.574400022625923e-05,613981184,613981184,unknown
14,arg0_15,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
15,arg0_16,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
16,arg0_17,parameter,forward,3.564799949526787e-05,613981184,613981184,unknown
17,arg0_18,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
18,arg0_19,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
19,arg0_20,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
20,arg0_21,parameter,forward,3.993599861860275e-05,613981184,613981184,unknown
21,arg0_22,parameter,forward,3.670400008559227e-05,613981184,613981184,unknown
22,arg0_23,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
23,arg0_24,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
24,arg0_25,parameter,forward,5.0335999578237536e-05,613981184,613981184,unknown
25,arg0_26,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
26,arg0_27,parameter,forward,3.657599911093712e-05,613981184,613981184,unknown
27,arg0_28,parameter,forward,3.6896001547574996e-05,613981184,613981184,unknown
28,arg0_29,parameter,forward,3.993599861860275e-05,613981184,613981184,unknown
29,arg0_30,parameter,forward,3.782400116324425e-05,613981184,613981184,unknown
30,arg0_31,parameter,forward,3.718400001525879e-05,613981184,613981184,unknown
31,arg0_32,parameter,forward,3.7888001650571824e-05,613981184,613981184,unknown
32,arg0_33,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
33,arg0_34,parameter,forward,3.7599999457597735e-05,613981184,613981184,unknown
34,arg0_35,parameter,forward,3.891199827194214e-05,613981184,613981184,unknown
35,arg0_36,parameter,forward,3.580800071358681e-05,613981184,613981184,unknown
36,arg0_37,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
37,arg0_38,parameter,forward,3.58400009572506e-05,613981184,613981184,unknown
38,arg0_39,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
39,arg0_40,parameter,forward,3.6896001547574996e-05,613981184,613981184,unknown
40,arg0_41,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
41,arg0_42,parameter,forward,3.7888001650571824e-05,613981184,613981184,unknown
42,arg0_43,parameter,forward,3.702399879693985e-05,613981184,613981184,unknown
43,arg0_44,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
44,arg0_45,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
45,arg0_46,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
46,arg0_47,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
47,arg0_48,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
48,arg0_49,parameter,forward,3.772800043225288e-05,613981184,613981184,unknown
49,arg0_50,parameter,forward,3.60959991812706e-05,613981184,613981184,unknown
50,arg0_51,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
51,arg0_52,parameter,forward,3.686400130391121e-05,613981184,613981184,unknown
