rank,node_name,op_type,node_type,gtype,median_run_time_s,median_peak_mem_bytes,median_active_mem_bytes,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,memory_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes,device
0,arg0_1,placeholder,parameter,forward,2.8672000393271447e-05,613981184,613981184,-1,-1,-1,-1,61440000,0.0,0.0,0,unknown
1,arg0_2,placeholder,parameter,forward,2.054399996995926e-05,613981184,613981184,-1,-1,-1,-1,3145728,0.0,0.0,0,unknown
2,arg0_3,placeholder,parameter,forward,4.479999840259552e-05,613981184,613981184,-1,-1,-1,-1,6144,0.0,0.0,0,unknown
3,arg0_4,placeholder,parameter,forward,4.300799965858459e-05,613981184,613981184,-1,-1,-1,-1,1048576,0.0,0.0,0,unknown
4,arg0_5,placeholder,parameter,forward,3.7888001650571824e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
5,arg0_6,placeholder,parameter,forward,3.708799928426743e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
6,arg0_7,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,8192,0.0,0.0,0,unknown
7,arg0_8,placeholder,parameter,forward,3.891199827194214e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
8,arg0_9,placeholder,parameter,forward,3.5999998450279234e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
9,arg0_10,placeholder,parameter,forward,3.606399893760681e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
10,arg0_11,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
11,arg0_12,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
12,arg0_13,placeholder,parameter,forward,3.590400144457817e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
13,arg0_14,placeholder,parameter,forward,3.574400022625923e-05,613981184,613981184,-1,-1,-1,-1,3145728,0.0,0.0,0,unknown
14,arg0_15,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,6144,0.0,0.0,0,unknown
15,arg0_16,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,1048576,0.0,0.0,0,unknown
16,arg0_17,placeholder,parameter,forward,3.564799949526787e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
17,arg0_18,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
18,arg0_19,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,8192,0.0,0.0,0,unknown
19,arg0_20,placeholder,parameter,forward,3.58400009572506e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
20,arg0_21,placeholder,parameter,forward,3.993599861860275e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
21,arg0_22,placeholder,parameter,forward,3.670400008559227e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
22,arg0_23,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
23,arg0_24,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
24,arg0_25,placeholder,parameter,forward,5.0335999578237536e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
25,arg0_26,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,3145728,0.0,0.0,0,unknown
26,arg0_27,placeholder,parameter,forward,3.657599911093712e-05,613981184,613981184,-1,-1,-1,-1,6144,0.0,0.0,0,unknown
27,arg0_28,placeholder,parameter,forward,3.6896001547574996e-05,613981184,613981184,-1,-1,-1,-1,1048576,0.0,0.0,0,unknown
28,arg0_29,placeholder,parameter,forward,3.993599861860275e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
29,arg0_30,placeholder,parameter,forward,3.782400116324425e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
30,arg0_31,placeholder,parameter,forward,3.718400001525879e-05,613981184,613981184,-1,-1,-1,-1,8192,0.0,0.0,0,unknown
31,arg0_32,placeholder,parameter,forward,3.7888001650571824e-05,613981184,613981184,-1,-1,-1,-1,4194304,0.0,0.0,0,unknown
32,arg0_33,placeholder,parameter,forward,3.686400130391121e-05,613981184,613981184,-1,-1,-1,-1,2048,0.0,0.0,0,unknown
