activation_name,node_type,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes
getitem,activation,318,363,1393,1393,1048576,0.07753014423884456,0.0010910719968378545,1048576
getitem_1,activation,319,-1,1409,1409,262144,0.0,0.000256,262144
getitem_3,activation,322,-1,1393,1393,2048,0.0,2e-06,2048
getitem_4,activation,323,-1,1394,1403,2048,0.0,2e-06,2048
t,activation,325,328,1387,1387,3145728,0.07860841621458535,0.003072,3145728
_unsafe_view,activation,327,328,1385,1385,1048576,0.07831248022243385,0.001024,1048576
transpose_4,activation,344,352,1353,1353,1048576,0.07551900822855538,0.001024,1048576
mul_1,activation,345,347,1357,1357,1048576,0.07618460822664208,0.001024,1048576
transpose_5,activation,346,347,1359,1359,1048576,0.0763576642181725,0.001024,1048576
_softmax,activation,348,349,1356,1356,2097152,0.07591734422557062,0.002048,2097152
getitem_5,activation,350,352,1351,1351,2097152,0.07534800022654242,0.002048,2097152
getitem_6,activation,351,-1,1355,1355,524288,0.0,0.000512,524288
view_4,activation,355,357,1344,1344,1048576,0.0746281282305718,0.001024,1048576
t_1,activation,356,357,1341,1341,1048576,0.07441104023531084,0.001024,1048576
getitem_8,activation,362,-1,1337,1337,262144,0.0,0.000256,262144
add_2,activation,363,383,1321,1321,1048576,0.07192067225649958,0.001024,1048576
getitem_10,activation,366,-1,1321,1321,2048,0.0,2e-06,2048
getitem_11,activation,367,-1,1322,1331,2048,0.0,2e-06,2048
view_7,activation,368,370,1315,1315,1048576,0.07229852825775747,0.001024,1048576
t_2,activation,369,370,1312,1312,4194304,0.07193091227114205,0.004096,4194304
relu,activation,372,373,1310,1310,4194304,0.0715120962709189,0.004096,4194304
getitem_13,activation,375,-1,1309,1309,1048576,0.0,0.001024,1048576
view_9,activation,376,378,1303,1303,4194304,0.07040720027871435,0.004096,4194304
t_3,activation,377,378,1300,1300,4194304,0.06999657629244034,0.004096,4194304
getitem_15,activation,382,-1,1298,1298,262144,0.0,0.000256,262144
add_3,activation,383,427,1282,1282,1048576,0.06697782428003854,0.0010598400020971897,1048576
getitem_17,activation,386,-1,1282,1282,2048,0.0,2e-06,2048
getitem_18,activation,387,-1,1283,1292,2048,0.0,2e-06,2048
t_4,activation,389,392,1276,1276,3145728,0.0679455042816699,0.003072,3145728
_unsafe_view_2,activation,391,392,1274,1274,1048576,0.06764240028709179,0.001024,1048576
transpose_12,activation,408,416,1242,1242,1048576,0.06486531226895752,0.001024,1048576
mul_2,activation,409,411,1246,1246,1048576,0.06550531228259208,0.001024,1048576
transpose_13,activation,410,411,1248,1248,1048576,0.06565891227871183,0.001024,1048576
_softmax_1,activation,412,413,1245,1245,2097152,0.06525955228134991,0.002048,2097152
getitem_19,activation,414,416,1240,1240,2097152,0.06470864026248457,0.002048,2097152
getitem_20,activation,415,-1,1244,1244,524288,0.0,0.000512,524288
view_15,activation,419,421,1233,1233,1048576,0.06407376025058334,0.001024,1048576
t_5,activation,420,421,1230,1230,1048576,0.06388022425770763,0.001024,1048576
getitem_22,activation,426,-1,1226,1226,262144,0.0,0.000256,262144
add_5,activation,427,447,1210,1210,1048576,0.06143286427669229,0.001024,1048576
getitem_24,activation,430,-1,1210,1210,2048,0.0,2e-06,2048
getitem_25,activation,431,-1,1211,1220,2048,0.0,2e-06,2048
view_18,activation,432,434,1204,1204,1048576,0.06176464027538898,0.001024,1048576
t_6,activation,433,434,1201,1201,4194304,0.06136937626637521,0.004096,4194304
relu_1,activation,436,437,1199,1199,4194304,0.06097923226468267,0.004096,4194304
getitem_27,activation,439,-1,1198,1198,1048576,0.0,0.001024,1048576
view_20,activation,440,442,1192,1192,4194304,0.05987331226468088,0.004096,4194304
t_7,activation,441,442,1189,1189,4194304,0.05946473625116052,0.004096,4194304
getitem_29,activation,446,-1,1187,1187,262144,0.0,0.000256,262144
add_6,activation,447,491,1171,1171,1048576,0.05646339224092664,0.001072640005499125,1048576
getitem_31,activation,450,-1,1171,1171,2048,0.0,2e-06,2048
getitem_32,activation,451,-1,1172,1181,2048,0.0,2e-06,2048
t_8,activation,453,456,1165,1165,3145728,0.05751708825305108,0.003072,3145728
_unsafe_view_4,activation,455,456,1163,1163,1048576,0.05723036826215688,0.001024,1048576
transpose_20,activation,472,480,1131,1131,1048576,0.054564896261319544,0.001024,1048576
mul_3,activation,473,475,1135,1135,1048576,0.05518953625857833,0.001024,1048576
transpose_21,activation,474,475,1137,1137,1048576,0.05533699226193133,0.001024,1048576
_softmax_2,activation,476,477,1134,1134,2097152,0.0549345602653921,0.002048,2097152
getitem_33,activation,478,480,1129,1129,2097152,0.0544082242548466,0.002048,2097152
getitem_34,activation,479,-1,1133,1133,524288,0.0,0.000512,524288
view_26,activation,483,485,1122,1122,1048576,0.053750816244632044,0.001024,1048576
t_9,activation,484,485,1119,1119,1048576,0.05354601624794308,0.001024,1048576
getitem_36,activation,490,-1,1115,1115,262144,0.0,0.000256,262144
add_8,activation,491,511,1099,1099,1048576,0.051016736248508124,0.001024,1048576
getitem_38,activation,494,-1,1099,1099,2048,0.0,2e-06,2048
getitem_39,activation,495,-1,1100,1109,2048,0.0,2e-06,2048
view_29,activation,496,498,1093,1093,1048576,0.05141200023889545,0.001024,1048576
t_10,activation,497,498,1090,1090,4194304,0.05104336023889486,0.004096,4194304
relu_2,activation,500,501,1088,1088,4194304,0.05066448024474089,0.004096,4194304
getitem_41,activation,503,-1,1087,1087,1048576,0.0,0.001024,1048576
