activation_name,node_type,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes
getitem,activation,318,363,1393,1393,33554432,0.3434185612034042,0.032768,33554432
getitem_1,activation,319,-1,1409,1409,8388608,0.0,0.008192,8388608
getitem_3,activation,322,-1,1393,1393,65536,0.0,6.4e-05,65536
getitem_4,activation,323,-1,1394,1403,65536,0.0,6.4e-05,65536
t,activation,325,328,1387,1387,3145728,0.3459578252304335,0.003072,3145728
_unsafe_view,activation,327,328,1385,1385,33554432,0.3448305292166759,0.032768,33554432
transpose_4,activation,344,352,1353,1353,33554432,0.3353877131957551,0.032768,33554432
mul_1,activation,345,347,1357,1357,33554432,0.33813968119770194,0.032768,33554432
transpose_5,activation,346,347,1359,1359,33554432,0.3385104332007458,0.032768,33554432
_softmax,activation,348,349,1356,1356,67108864,0.3364647371843447,0.065536,67108864
getitem_5,activation,350,352,1351,1351,67108864,0.3350145611856123,0.065536,67108864
getitem_6,activation,351,-1,1355,1355,16777216,0.0,0.016384,16777216
view_4,activation,355,357,1344,1344,33554432,0.33360176121257157,0.032768,33554432
t_1,activation,356,357,1341,1341,1048576,0.33307644921913654,0.001024,1048576
getitem_8,activation,362,-1,1337,1337,8388608,0.0,0.008192,8388608
add_2,activation,363,383,1321,1321,33554432,0.32493024111911567,0.032768,33554432
getitem_10,activation,366,-1,1321,1321,65536,0.0,6.4e-05,65536
getitem_11,activation,367,-1,1322,1331,65536,0.0,6.4e-05,65536
view_7,activation,368,370,1315,1315,33554432,0.32664252921938813,0.032768,33554432
t_2,activation,369,370,1312,1312,4194304,0.32515568125247873,0.004096,4194304
relu,activation,372,373,1310,1310,134217728,0.3228305292427532,0.131072,134217728
getitem_13,activation,375,-1,1309,1309,33554432,0.0,0.032768,33554432
view_9,activation,376,378,1303,1303,134217728,0.31906204916164194,0.131072,134217728
t_3,activation,377,378,1300,1300,4194304,0.3174974731020621,0.004096,4194304
getitem_15,activation,382,-1,1298,1298,8388608,0.0,0.008192,8388608
add_3,activation,383,427,1282,1282,33554432,0.30892473703995266,0.032768,33554432
getitem_17,activation,386,-1,1282,1282,65536,0.0,6.4e-05,65536
getitem_18,activation,387,-1,1283,1292,65536,0.0,6.4e-05,65536
t_4,activation,389,392,1276,1276,3145728,0.3116157130077472,0.003072,3145728
_unsafe_view_2,activation,391,392,1274,1274,33554432,0.3103705289624622,0.032768,33554432
