activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
getitem_523,RETAINED,1024,1e-06,3422,3845
getitem_524,RETAINED,1024,1e-06,3423,3845
relu__127,RETAINED,12845056,0.012544,3425,3841
convolution_131,RETAINED,12845056,0.012544,3426,3837
getitem_527,RETAINED,1024,1e-06,3430,3837
getitem_528,RETAINED,1024,1e-06,3431,3837
relu__128,RETAINED,12845056,0.012544,3433,3833
convolution_132,RECOMPUTE,51380224,0.050176,3434,3829
getitem_531,RETAINED,4096,4e-06,3438,3829
getitem_532,RETAINED,4096,4e-06,3439,3829
relu__129,RECOMPUTE,51380224,0.050176,3442,3824
convolution_133,RETAINED,12845056,0.012544,3443,3820
getitem_535,RETAINED,1024,1e-06,3447,3820
getitem_536,RETAINED,1024,1e-06,3448,3820
relu__130,RETAINED,12845056,0.012544,3450,3816
convolution_134,RETAINED,12845056,0.012544,3451,3812
getitem_539,RETAINED,1024,1e-06,3455,3812
getitem_540,RETAINED,1024,1e-06,3456,3812
relu__131,RETAINED,12845056,0.012544,3458,3808
convolution_135,RECOMPUTE,51380224,0.050176,3459,3804
getitem_543,RETAINED,4096,4e-06,3463,3804
getitem_544,RETAINED,4096,4e-06,3464,3804
relu__132,RECOMPUTE,51380224,0.050176,3467,3799
convolution_136,RETAINED,12845056,0.012544,3468,3795
getitem_547,RETAINED,1024,1e-06,3472,3795
getitem_548,RETAINED,1024,1e-06,3473,3795
relu__133,RETAINED,12845056,0.012544,3475,3791
convolution_137,RETAINED,12845056,0.012544,3476,3787
getitem_551,RETAINED,1024,1e-06,3480,3787
getitem_552,RETAINED,1024,1e-06,3481,3787
relu__134,RETAINED,12845056,0.012544,3483,3783
convolution_138,RECOMPUTE,51380224,0.050176,3484,3779
getitem_555,RETAINED,4096,4e-06,3488,3779
getitem_556,RETAINED,4096,4e-06,3489,3779
relu__135,RECOMPUTE,51380224,0.050176,3492,3774
convolution_139,RETAINED,12845056,0.012544,3493,3770
getitem_559,RETAINED,1024,1e-06,3497,3770
getitem_560,RETAINED,1024,1e-06,3498,3770
relu__136,RETAINED,12845056,0.012544,3500,3766
convolution_140,RETAINED,12845056,0.012544,3501,3762
getitem_563,RETAINED,1024,1e-06,3505,3762
getitem_564,RETAINED,1024,1e-06,3506,3762
relu__137,RETAINED,12845056,0.012544,3508,3758
convolution_141,RECOMPUTE,51380224,0.050176,3509,3754
getitem_567,RETAINED,4096,4e-06,3513,3754
getitem_568,RETAINED,4096,4e-06,3514,3754
relu__138,RECOMPUTE,51380224,0.050176,3517,3749
convolution_142,RETAINED,12845056,0.012544,3518,3745
getitem_571,RETAINED,1024,1e-06,3522,3745
getitem_572,RETAINED,1024,1e-06,3523,3745
relu__139,RETAINED,12845056,0.012544,3525,3741
convolution_143,RETAINED,12845056,0.012544,3526,3737
getitem_575,RETAINED,1024,1e-06,3530,3737
getitem_576,RETAINED,1024,1e-06,3531,3737
relu__140,RETAINED,12845056,0.012544,3533,3733
convolution_144,RECOMPUTE,51380224,0.050176,3534,3729
getitem_579,RETAINED,4096,4e-06,3538,3729
getitem_580,RETAINED,4096,4e-06,3539,3729
relu__141,RETAINED,51380224,0.050176,3542,3701
convolution_145,RETAINED,25690112,0.025088,3543,3720
getitem_583,RETAINED,2048,2e-06,3547,3720
getitem_584,RETAINED,2048,2e-06,3548,3720
relu__142,RETAINED,25690112,0.025088,3550,3716
convolution_146,RETAINED,6422528,0.006272,3551,3712
getitem_587,RETAINED,2048,2e-06,3555,3712
getitem_588,RETAINED,2048,2e-06,3556,3712
relu__143,RETAINED,6422528,0.006272,3558,3708
convolution_147,RETAINED,25690112,0.025088,3559,3704
getitem_591,RETAINED,8192,8e-06,3563,3704
getitem_592,RETAINED,8192,8e-06,3564,3704
convolution_148,RETAINED,25690112,0.025088,3566,3697
getitem_595,RETAINED,8192,8e-06,3570,3697
getitem_596,RETAINED,8192,8e-06,3571,3697
relu__144,RETAINED,25690112,0.025088,3574,3692
convolution_149,RETAINED,6422528,0.006272,3575,3688
getitem_599,RETAINED,2048,2e-06,3579,3688
getitem_600,RETAINED,2048,2e-06,3580,3688
relu__145,RETAINED,6422528,0.006272,3582,3684
convolution_150,RETAINED,6422528,0.006272,3583,3680
getitem_603,RETAINED,2048,2e-06,3587,3680
getitem_604,RETAINED,2048,2e-06,3588,3680
relu__146,RETAINED,6422528,0.006272,3590,3676
convolution_151,RETAINED,25690112,0.025088,3591,3672
getitem_607,RETAINED,8192,8e-06,3595,3672
getitem_608,RETAINED,8192,8e-06,3596,3672
relu__147,RETAINED,25690112,0.025088,3599,3667
convolution_152,RETAINED,6422528,0.006272,3600,3663
getitem_611,RETAINED,2048,2e-06,3604,3663
getitem_612,RETAINED,2048,2e-06,3605,3663
relu__148,RETAINED,6422528,0.006272,3607,3659
convolution_153,RETAINED,6422528,0.006272,3608,3655
getitem_615,RETAINED,2048,2e-06,3612,3655
getitem_616,RETAINED,2048,2e-06,3613,3655
relu__149,RETAINED,6422528,0.006272,3615,3651
convolution_154,RETAINED,25690112,0.025088,3616,3647
getitem_619,RETAINED,8192,8e-06,3620,3647
getitem_620,RETAINED,8192,8e-06,3621,3647
relu__150,RETAINED,25690112,0.025088,3624,3646
view,RETAINED,524288,0.000512,3626,3638
t,RETAINED,8192000,0.008,3627,3635
