activation_name,node_type,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes
getitem_17,activation,386,-1,1282,1282,32768,0.0,3.2e-05,32768
getitem_18,activation,387,-1,1283,1292,32768,0.0,3.2e-05,32768
t_4,activation,389,392,1276,1276,3145728,0.13981404763646427,0.003072,3145728
_unsafe_view_2,activation,391,392,1274,1274,16777216,0.13906985566392543,0.016384,16777216
transpose_12,activation,408,416,1242,1242,16777216,0.13380271965824067,0.016384,16777216
mul_2,activation,409,411,1246,1246,16777216,0.135095711665228,0.016384,16777216
transpose_13,activation,410,411,1248,1248,16777216,0.1353097276613116,0.016384,16777216
_softmax_1,activation,412,413,1245,1245,33554432,0.13431782366521655,0.032768,33554432
getitem_19,activation,414,416,1240,1240,33554432,0.1335878076609224,0.032768,33554432
getitem_20,activation,415,-1,1244,1244,8388608,0.0,0.008192,8388608
view_15,activation,419,421,1233,1233,16777216,0.1326363196596503,0.016384,16777216
t_5,activation,420,421,1230,1230,1048576,0.1322479676529765,0.001024,1048576
getitem_22,activation,426,-1,1226,1226,4194304,0.0,0.004096,4194304
add_5,activation,427,447,1210,1210,16777216,0.12771001563034953,0.016384,16777216
getitem_24,activation,430,-1,1210,1210,32768,0.0,3.2e-05,32768
getitem_25,activation,431,-1,1211,1220,32768,0.0,3.2e-05,32768
view_18,activation,432,434,1204,1204,16777216,0.12854438364505769,0.016384,16777216
t_6,activation,433,434,1201,1201,4194304,0.127464063603431,0.004096,4194304
relu_1,activation,436,437,1199,1199,67108864,0.12608281560614704,0.065536,67108864
getitem_27,activation,439,-1,1198,1198,16777216,0.0,0.016384,16777216
view_20,activation,440,442,1192,1192,67108864,0.12375859161652623,0.065536,67108864
t_7,activation,441,442,1189,1189,4194304,0.12277561560086904,0.004096,4194304
getitem_29,activation,446,-1,1187,1187,4194304,0.0,0.004096,4194304
add_6,activation,447,491,1171,1171,16777216,0.11816038360074163,0.016384,16777216
getitem_31,activation,450,-1,1171,1171,32768,0.0,3.2e-05,32768
getitem_32,activation,451,-1,1172,1181,32768,0.0,3.2e-05,32768
t_8,activation,453,456,1165,1165,3145728,0.1195712316185236,0.003072,3145728
_unsafe_view_4,activation,455,456,1163,1163,16777216,0.11883407960273325,0.016384,16777216
transpose_20,activation,472,480,1131,1131,16777216,0.11343215963989492,0.016384,16777216
mul_3,activation,473,475,1135,1135,16777216,0.11476179162412879,0.016384,16777216
transpose_21,activation,474,475,1137,1137,16777216,0.11499507161974905,0.016384,16777216
_softmax_2,activation,476,477,1134,1134,33554432,0.11397558363527056,0.032768,33554432
getitem_33,activation,478,480,1129,1129,33554432,0.11321097564138467,0.032768,33554432
getitem_34,activation,479,-1,1133,1133,8388608,0.0,0.008192,8388608
view_26,activation,483,485,1122,1122,16777216,0.11228739163652059,0.016384,16777216
t_9,activation,484,485,1119,1119,1048576,0.11193417564965781,0.001024,1048576
getitem_36,activation,490,-1,1115,1115,4194304,0.0,0.004096,4194304
add_8,activation,491,511,1099,1099,16777216,0.10733718368038535,0.016384,16777216
getitem_38,activation,494,-1,1099,1099,32768,0.0,3.2e-05,32768
getitem_39,activation,495,-1,1100,1109,32768,0.0,3.2e-05,32768
view_29,activation,496,498,1093,1093,16777216,0.10828374365717171,0.016384,16777216
t_10,activation,497,498,1090,1090,4194304,0.10719011167250572,0.004096,4194304
relu_2,activation,500,501,1088,1088,67108864,0.10580566371046005,0.065536,67108864
getitem_41,activation,503,-1,1087,1087,16777216,0.0,0.016384,16777216
view_31,activation,504,506,1081,1081,67108864,0.10337379173003139,0.065536,67108864
t_11,activation,505,506,1078,1078,4194304,0.10238361574336889,0.004096,4194304
getitem_43,activation,510,-1,1076,1076,4194304,0.0,0.004096,4194304
add_9,activation,511,555,1060,1060,16777216,0.09757974372245376,0.016384,16777216
getitem_45,activation,514,-1,1060,1060,32768,0.0,3.2e-05,32768
getitem_46,activation,515,-1,1061,1070,32768,0.0,3.2e-05,32768
t_12,activation,517,520,1054,1054,3145728,0.09913363172858955,0.003072,3145728
_unsafe_view_6,activation,519,520,1052,1052,16777216,0.09839830372855068,0.016384,16777216
transpose_28,activation,536,544,1020,1020,16777216,0.09297663969919083,0.016384,16777216
mul_4,activation,537,539,1024,1024,16777216,0.09430556770041583,0.016384,16777216
transpose_29,activation,538,539,1026,1026,16777216,0.0945462076999247,0.016384,16777216
_softmax_3,activation,540,541,1023,1023,33554432,0.09351881569996474,0.032768,33554432
getitem_47,activation,542,544,1018,1018,33554432,0.09272575970366595,0.032768,33554432
getitem_48,activation,543,-1,1022,1022,8388608,0.0,0.008192,8388608
view_37,activation,547,549,1011,1011,16777216,0.09177727970294654,0.016384,16777216
t_13,activation,548,549,1008,1008,1048576,0.09141788768954574,0.001024,1048576
getitem_50,activation,554,-1,1004,1004,4194304,0.0,0.004096,4194304
add_11,activation,555,575,988,988,16777216,0.08685881568863987,0.016384,16777216
getitem_52,activation,558,-1,988,988,32768,0.0,3.2e-05,32768
getitem_53,activation,559,-1,989,998,32768,0.0,3.2e-05,32768
view_40,activation,560,562,982,982,16777216,0.08771516772732138,0.016384,16777216
t_14,activation,561,562,979,979,4194304,0.08662870370782912,0.004096,4194304
relu_3,activation,564,565,977,977,67108864,0.08522815972007812,0.065536,67108864
getitem_55,activation,567,-1,976,976,16777216,0.0,0.016384,16777216
view_42,activation,568,570,970,970,67108864,0.08283747169189157,0.065536,67108864
t_15,activation,569,570,967,967,4194304,0.08184828771278264,0.004096,4194304
getitem_57,activation,574,-1,965,965,4194304,0.0,0.004096,4194304
add_12,activation,575,619,949,949,16777216,0.07697219171933832,0.016384,16777216
getitem_59,activation,578,-1,949,949,32768,0.0,3.2e-05,32768
getitem_60,activation,579,-1,950,959,32768,0.0,3.2e-05,32768
t_16,activation,581,584,943,943,3145728,0.07845343971438706,0.003072,3145728
_unsafe_view_8,activation,583,584,941,941,16777216,0.0777100157123059,0.016384,16777216
transpose_36,activation,600,608,909,909,16777216,0.07239657571911816,0.016384,16777216
mul_5,activation,601,603,913,913,16777216,0.07367455970868471,0.016384,16777216
transpose_37,activation,602,603,915,915,16777216,0.07388438370823863,0.016384,16777216
_softmax_4,activation,604,605,912,912,33554432,0.07291795172914865,0.032768,33554432
getitem_61,activation,606,608,907,907,33554432,0.07217231971956793,0.032768,33554432
getitem_62,activation,607,-1,911,911,8388608,0.0,0.008192,8388608
view_48,activation,611,613,900,900,16777216,0.0711966077126563,0.016384,16777216
t_17,activation,612,613,897,897,1048576,0.07083308771438902,0.001024,1048576
getitem_64,activation,618,-1,893,893,4194304,0.0,0.004096,4194304
add_14,activation,619,639,877,877,16777216,0.0661938556712121,0.016384,16777216
getitem_66,activation,622,-1,877,877,32768,0.0,3.2e-05,32768
getitem_67,activation,623,-1,878,887,32768,0.0,3.2e-05,32768
view_51,activation,624,626,871,871,16777216,0.06711180769652134,0.016384,16777216
t_18,activation,625,626,868,868,4194304,0.06600291168503468,0.004096,4194304
relu_4,activation,628,629,866,866,67108864,0.0646147836800665,0.065536,67108864
getitem_69,activation,631,-1,865,865,16777216,0.0,0.016384,16777216
view_53,activation,632,634,859,859,67108864,0.062327871669083844,0.065536,67108864
t_19,activation,633,634,856,856,4194304,0.061435839677229535,0.004096,4194304
getitem_71,activation,638,-1,854,854,4194304,0.0,0.004096,4194304
add_15,activation,639,683,838,838,16777216,0.05638246362470093,0.016384,16777216
getitem_73,activation,642,-1,838,838,32768,0.0,3.2e-05,32768
getitem_74,activation,643,-1,839,848,32768,0.0,3.2e-05,32768
t_20,activation,645,648,832,832,3145728,0.05820451167039575,0.003072,3145728
_unsafe_view_10,activation,647,648,830,830,16777216,0.057509151650592706,0.016384,16777216
transpose_44,activation,664,672,798,798,16777216,0.05172329560853544,0.016384,16777216
mul_6,activation,665,667,802,802,16777216,0.05304422362148765,0.016384,16777216
transpose_45,activation,666,667,804,804,16777216,0.05325926362350586,0.016384,16777216
_softmax_5,activation,668,669,801,801,33554432,0.05225679960846904,0.032768,33554432
getitem_75,activation,670,672,796,796,33554432,0.05148777560517195,0.032768,33554432
getitem_76,activation,671,-1,800,800,8388608,0.0,0.008192,8388608
view_59,activation,675,677,789,789,16777216,0.05046502358280125,0.016384,16777216
t_21,activation,676,677,786,786,1048576,0.05008838359452786,0.001024,1048576
getitem_78,activation,682,-1,782,782,4194304,0.0,0.004096,4194304
add_17,activation,683,703,766,766,16777216,0.045470655599609035,0.016384,16777216
getitem_80,activation,686,-1,766,766,32768,0.0,3.2e-05,32768
getitem_81,activation,687,-1,767,776,32768,0.0,3.2e-05,32768
view_62,activation,688,690,760,760,16777216,0.046296223610639585,0.016384,16777216
t_22,activation,689,690,757,757,4194304,0.04510428755357863,0.004096,4194304
relu_5,activation,692,693,755,755,67108864,0.04370684752985836,0.065536,67108864
getitem_83,activation,695,-1,754,754,16777216,0.0,0.016384,16777216
view_64,activation,696,698,748,748,67108864,0.04122399951890112,0.065536,67108864
t_23,activation,697,698,745,745,4194304,0.04011807948723437,0.004096,4194304
getitem_85,activation,702,-1,743,743,4194304,0.0,0.004096,4194304
add_18,activation,703,704,728,728,16777216,0.038704383483156565,0.016384,16777216
getitem_87,activation,706,-1,728,728,32768,0.0,3.2e-05,32768
getitem_88,activation,707,-1,729,738,32768,0.0,3.2e-05,32768
view_66,activation,708,710,722,722,16777216,0.014717727694660426,0.016384,16777216
t_24,activation,709,710,719,719,61440000,0.0026600000206381084,0.06,61440000
