activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
getitem_74,RETAINED,16384,1.6e-05,643,839
t_20,RETAINED,3145728,0.003072,645,832
_unsafe_view_10,RETAINED,8388608,0.008192,647,830
transpose_44,RECOMPUTE,8388608,0.008192,664,798
mul_6,RECOMPUTE,8388608,0.008192,665,802
transpose_45,RECOMPUTE,8388608,0.008192,666,804
_softmax_5,RECOMPUTE,16777216,0.016384,668,801
getitem_75,RECOMPUTE,16777216,0.016384,670,796
getitem_76,RETAINED,4194304,0.004096,671,800
view_59,RECOMPUTE,8388608,0.008192,675,789
t_21,RETAINED,1048576,0.001024,676,786
getitem_78,RETAINED,2097152,0.002048,682,782
add_17,RECOMPUTE,8388608,0.008192,683,766
getitem_80,RETAINED,16384,1.6e-05,686,766
getitem_81,RETAINED,16384,1.6e-05,687,767
view_62,RECOMPUTE,8388608,0.008192,688,760
t_22,RETAINED,4194304,0.004096,689,757
relu_5,RECOMPUTE,33554432,0.032768,692,755
getitem_83,RECOMPUTE,8388608,0.008192,695,754
view_64,RECOMPUTE,33554432,0.032768,696,748
t_23,RETAINED,4194304,0.004096,697,745
getitem_85,RETAINED,2097152,0.002048,702,743
add_18,RECOMPUTE,8388608,0.008192,703,728
getitem_87,RETAINED,16384,1.6e-05,706,728
getitem_88,RETAINED,16384,1.6e-05,707,729
view_66,RECOMPUTE,8388608,0.008192,708,722
t_24,RECOMPUTE,61440000,0.06,709,719
