activation_name,decision,median_mem_size_bytes,recomp_time_s,creation_rank,first_bw_use_rank
_softmax_3,RETAINED,4194304,0.004096,540,1023
getitem_47,RETAINED,4194304,0.004096,542,1018
getitem_48,RETAINED,1048576,0.001024,543,1022
view_37,RETAINED,2097152,0.002048,547,1011
t_13,RETAINED,1048576,0.001024,548,1008
getitem_50,RETAINED,524288,0.000512,554,1004
add_11,RETAINED,2097152,0.002048,555,988
getitem_52,RETAINED,4096,4e-06,558,988
getitem_53,RETAINED,4096,4e-06,559,989
view_40,RETAINED,2097152,0.002048,560,982
t_14,RETAINED,4194304,0.004096,561,979
relu_3,RECOMPUTE,8388608,0.008192,564,977
getitem_55,RETAINED,2097152,0.002048,567,976
view_42,RECOMPUTE,8388608,0.008192,568,970
t_15,RETAINED,4194304,0.004096,569,967
getitem_57,RETAINED,524288,0.000512,574,965
add_12,RETAINED,2097152,0.002048,575,949
getitem_59,RETAINED,4096,4e-06,578,949
getitem_60,RETAINED,4096,4e-06,579,950
t_16,RETAINED,3145728,0.003072,581,943
_unsafe_view_8,RETAINED,2097152,0.002048,583,941
transpose_36,RETAINED,2097152,0.002048,600,909
mul_5,RETAINED,2097152,0.002048,601,913
transpose_37,RETAINED,2097152,0.002048,602,915
_softmax_4,RETAINED,4194304,0.004096,604,912
getitem_61,RETAINED,4194304,0.004096,606,907
getitem_62,RETAINED,1048576,0.001024,607,911
view_48,RETAINED,2097152,0.002048,611,900
t_17,RETAINED,1048576,0.001024,612,897
getitem_64,RETAINED,524288,0.000512,618,893
add_14,RETAINED,2097152,0.002048,619,877
getitem_66,RETAINED,4096,4e-06,622,877
getitem_67,RETAINED,4096,4e-06,623,878
view_51,RETAINED,2097152,0.002048,624,871
t_18,RETAINED,4194304,0.004096,625,868
relu_4,RECOMPUTE,8388608,0.008192,628,866
getitem_69,RETAINED,2097152,0.002048,631,865
view_53,RECOMPUTE,8388608,0.008192,632,859
t_19,RETAINED,4194304,0.004096,633,856
getitem_71,RETAINED,524288,0.000512,638,854
add_15,RETAINED,2097152,0.002048,639,838
getitem_73,RETAINED,4096,4e-06,642,838
getitem_74,RETAINED,4096,4e-06,643,839
t_20,RETAINED,3145728,0.003072,645,832
_unsafe_view_10,RETAINED,2097152,0.002048,647,830
transpose_44,RETAINED,2097152,0.002048,664,798
mul_6,RETAINED,2097152,0.002048,665,802
transpose_45,RETAINED,2097152,0.002048,666,804
_softmax_5,RETAINED,4194304,0.004096,668,801
getitem_75,RETAINED,4194304,0.004096,670,796
getitem_76,RETAINED,1048576,0.001024,671,800
view_59,RETAINED,2097152,0.002048,675,789
t_21,RETAINED,1048576,0.001024,676,786
getitem_78,RETAINED,524288,0.000512,682,782
add_17,RETAINED,2097152,0.002048,683,766
getitem_80,RETAINED,4096,4e-06,686,766
getitem_81,RETAINED,4096,4e-06,687,767
view_62,RETAINED,2097152,0.002048,688,760
t_22,RETAINED,4194304,0.004096,689,757
relu_5,RECOMPUTE,8388608,0.008192,692,755
getitem_83,RETAINED,2097152,0.002048,695,754
view_64,RECOMPUTE,8388608,0.008192,696,748
t_23,RETAINED,4194304,0.004096,697,745
getitem_85,RETAINED,524288,0.000512,702,743
add_18,RETAINED,2097152,0.002048,703,728
getitem_87,RETAINED,4096,4e-06,706,728
getitem_88,RETAINED,4096,4e-06,707,729
view_66,RETAINED,2097152,0.0027238400867208,708,722
t_24,RECOMPUTE,61440000,0.06,709,719
