activation_name,node_type,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,recomp_time_s,recomp_memory_bytes
getitem,activation,318,363,1393,1393,2097152,0.10360630350746242,0.002048,2097152
getitem_1,activation,319,-1,1409,1409,524288,0.0,0.000512,524288
getitem_3,activation,322,-1,1393,1393,4096,0.0,4e-06,4096
getitem_4,activation,323,-1,1394,1403,4096,0.0,4e-06,4096
t,activation,325,328,1387,1387,3145728,0.10479619149491216,0.003072,3145728
_unsafe_view,activation,327,328,1385,1385,2097152,0.1044101434871557,0.002048,2097152
transpose_4,activation,344,352,1353,1353,2097152,0.10141084747575245,0.002048,2097152
mul_1,activation,345,347,1357,1357,2097152,0.1021112634688618,0.002048,2097152
transpose_5,activation,346,347,1359,1359,2097152,0.10233347147330664,0.002048,2097152
_softmax,activation,348,349,1356,1356,4194304,0.1018552634753289,0.004096,4194304
getitem_5,activation,350,352,1351,1351,4194304,0.10122550348192476,0.004096,4194304
getitem_6,activation,351,-1,1355,1355,1048576,0.0,0.001024,1048576
view_4,activation,355,357,1344,1344,2097152,0.10045545548200628,0.002048,2097152
t_1,activation,356,357,1341,1341,1048576,0.1001738554891201,0.001024,1048576
getitem_8,activation,362,-1,1337,1337,524288,0.0,0.000512,524288
add_2,activation,363,383,1321,1321,2097152,0.09712230352498614,0.002048,2097152
getitem_10,activation,366,-1,1321,1321,4096,0.0,4e-06,4096
getitem_11,activation,367,-1,1322,1331,4096,0.0,4e-06,4096
view_7,activation,368,370,1315,1315,2097152,0.0976506874971094,0.002048,2097152
t_2,activation,369,370,1312,1312,4194304,0.09713663949258648,0.004096,4194304
relu,activation,372,373,1310,1310,8388608,0.09648332749865969,0.008192,8388608
getitem_13,activation,375,-1,1309,1309,2097152,0.0,0.002048,2097152
view_9,activation,376,378,1303,1303,8388608,0.09508556753583275,0.008192,8388608
t_3,activation,377,378,1300,1300,4194304,0.09460121552646182,0.004096,4194304
getitem_15,activation,382,-1,1298,1298,524288,0.0,0.000512,524288
add_3,activation,383,427,1282,1282,2097152,0.09085542354360245,0.002048,2097152
getitem_17,activation,386,-1,1282,1282,4096,0.0,4e-06,4096
getitem_18,activation,387,-1,1283,1292,4096,0.0,4e-06,4096
t_4,activation,389,392,1276,1276,3145728,0.09222041552513857,0.003072,3145728
_unsafe_view_2,activation,391,392,1274,1274,2097152,0.09183948753215392,0.002048,2097152
transpose_12,activation,408,416,1242,1242,2097152,0.0885647355373951,0.002048,2097152
mul_2,activation,409,411,1246,1246,2097152,0.08932761554233751,0.002048,2097152
transpose_13,activation,410,411,1248,1248,2097152,0.08951091154105982,0.002048,2097152
_softmax_1,activation,412,413,1245,1245,4194304,0.08903475154377541,0.004096,4194304
getitem_19,activation,414,416,1240,1240,4194304,0.0883691515401008,0.004096,4194304
getitem_20,activation,415,-1,1244,1244,1048576,0.0,0.001024,1048576
view_15,activation,419,421,1233,1233,2097152,0.08750591954588909,0.002048,2097152
t_5,activation,420,421,1230,1230,1048576,0.08725811155140419,0.001024,1048576
getitem_22,activation,426,-1,1226,1226,524288,0.0,0.000512,524288
add_5,activation,427,447,1210,1210,2097152,0.08410828754492118,0.002048,2097152
getitem_24,activation,430,-1,1210,1210,4096,0.0,4e-06,4096
getitem_25,activation,431,-1,1211,1220,4096,0.0,4e-06,4096
view_18,activation,432,434,1204,1204,2097152,0.0846745595224203,0.002048,2097152
t_6,activation,433,434,1201,1201,4194304,0.08415948751568807,0.004096,4194304
relu_1,activation,436,437,1199,1199,8388608,0.08339763152599346,0.008192,8388608
getitem_27,activation,439,-1,1198,1198,2097152,0.0,0.002048,2097152
view_20,activation,440,442,1192,1192,8388608,0.08200191954709603,0.008192,8388608
t_7,activation,441,442,1189,1189,4194304,0.08152063954435301,0.004096,4194304
getitem_29,activation,446,-1,1187,1187,524288,0.0,0.000512,524288
add_6,activation,447,491,1171,1171,2097152,0.07809945554472514,0.002048,2097152
getitem_31,activation,450,-1,1171,1171,4096,0.0,4e-06,4096
getitem_32,activation,451,-1,1172,1181,4096,0.0,4e-06,4096
t_8,activation,453,456,1165,1165,3145728,0.079219711566344,0.003072,3145728
_unsafe_view_4,activation,455,456,1163,1163,2097152,0.07883775955252359,0.002048,2097152
transpose_20,activation,472,480,1131,1131,2097152,0.07578828753903517,0.002048,2097152
mul_3,activation,473,475,1135,1135,2097152,0.07656447954662153,0.002048,2097152
transpose_21,activation,474,475,1137,1137,2097152,0.07679078354686508,0.002048,2097152
_softmax_2,activation,476,477,1134,1134,4194304,0.07629414354451011,0.004096,4194304
getitem_33,activation,478,480,1129,1129,4194304,0.07558963153325031,0.004096,4194304
